Transaction Date,Value Date,Transaction Remarks,Cheque Number,Type,Transaction Amount,Balance
20-JUN-2026,20-JUN-2026,UPI/997409701152/RAPIDO BIKE TAXI/YESB,,DR,175.82,327339.97
21-JUN-2026,21-JUN-2026,POS 4106XXXXXXXX6361 MCDONALDS INDIA PVT,,DR,338.16,327001.81
21-JUN-2026,21-JUN-2026,UPI/634642602355/CRED CLUB CREDIT CARD BILL/AXIS,,DR,8249.70,318752.11
21-JUN-2026,21-JUN-2026,UPI/699813780071/UBER INDIA SYSTEMS/HDFC,,DR,558.02,318194.09
22-JUN-2026,22-JUN-2026,UPI/388140136484/BARBEQUE NATION HOSP/HDFC,,DR,2437.72,315756.37
23-JUN-2026,23-JUN-2026,UPI/180778521389/UBER INDIA SYSTEMS/HDFC,,DR,636.65,315119.72
25-JUN-2026,25-JUN-2026,ATW-4189XXXXXXXX9549-HDFC BANK ATM CASH WITHDRAWAL,,DR,2000.00,313119.72
25-JUN-2026,25-JUN-2026,UPI/222551707635/FLIPKART INTERNET/HDFC,,DR,2315.27,310804.45
26-JUN-2026,26-JUN-2026,UPI/245187565606/APOLLO PHARMACY/HDFC,,DR,1525.08,309279.37
27-JUN-2026,27-JUN-2026,UPI/863696318693/RAPIDO BIKE TAXI/YESB,,DR,134.81,309144.56
28-JUN-2026,28-JUN-2026,UPI/164514866919/WOW MOMO FOODS/AXIS,,DR,494.70,308649.86
28-JUN-2026,28-JUN-2026,UPI/427603121766/NAMMA YATRI/AXIS,,DR,315.79,308334.07
29-JUN-2026,29-JUN-2026,UPI/107033912100/UBER INDIA SYSTEMS/HDFC,,DR,608.58,307725.49
01-JUL-2026,01-JUL-2026,UPI/122516563045/BARBEQUE NATION HOSP/HDFC,,DR,2703.75,305021.74
02-JUL-2026,02-JUL-2026,UPI/411693408138/WOW MOMO FOODS/AXIS,,DR,200.33,304821.41
02-JUL-2026,02-JUL-2026,UPI/866398554395/NAMMA YATRI/AXIS,,DR,217.97,304603.44
02-JUL-2026,02-JUL-2026,UPI/922908649602/NOBROKER PAY RENT LANDLORD/HDFC,,DR,28000.00,276603.44
03-JUL-2026,03-JUL-2026,UPI/263210493161/BARBEQUE NATION HOSP/HDFC,,DR,2202.43,274401.01
04-JUL-2026,04-JUL-2026,POS 4212XXXXXXXX2266 DECATHLON SPORTS INDIA,,DR,2821.66,271579.35
04-JUL-2026,04-JUL-2026,POS 4666XXXXXXXX4749 IRCTC RAIL TICKET BOOKING,,DR,551.48,271027.87
05-JUL-2026,05-JUL-2026,UPI/461454429347/SWIGGY FOOD ORDER/HDFC,,DR,771.59,270256.28
05-JUL-2026,05-JUL-2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,DR,1199.00,269057.28
06-JUL-2026,06-JUL-2026,POS 4047XXXXXXXX9953 MCDONALDS INDIA PVT,,DR,228.54,268828.74
06-JUL-2026,06-JUL-2026,POS 5535XXXXXXXX8815 PRACTO CONSULT,,DR,1051.56,267777.18
06-JUL-2026,06-JUL-2026,UPI/126041052270/UBER INDIA SYSTEMS/HDFC,,DR,377.23,267399.95
06-JUL-2026,06-JUL-2026,UPI/152832298928/BLINKIT GROCERY/HDFC,,DR,1017.40,266382.55
06-JUL-2026,06-JUL-2026,UPI/419250449890/ZERODHA BROKING MF SIP/ZERO,,DR,12000.00,254382.55
07-JUL-2026,07-JUL-2026,ACH DR NETFLIX ENTERTAINMENT SVC,,DR,649.00,253733.55
07-JUL-2026,07-JUL-2026,POS 5358XXXXXXXX7728 THIRD WAVE COFFEE,,DR,325.22,253408.33
07-JUL-2026,07-JUL-2026,UPI/128317915515/UBER INDIA SYSTEMS/HDFC,,DR,251.69,253156.64
08-JUL-2026,08-JUL-2026,ATW-4372XXXXXXXX7760-HDFC BANK ATM CASH WITHDRAWAL,,DR,2000.00,251156.64
08-JUL-2026,08-JUL-2026,UPI/253235332258/UBER INDIA SYSTEMS/HDFC,,DR,272.70,250883.94
08-JUL-2026,08-JUL-2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,DR,1376.21,249507.73
09-JUL-2026,09-JUL-2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,DR,2450.00,247057.73
09-JUL-2026,09-JUL-2026,UPI/204172581357/FLIPKART INTERNET/HDFC,,DR,1346.23,245711.50
10-JUL-2026,10-JUL-2026,UPI/785315507294/APOLLO PHARMACY/HDFC,,DR,1057.40,244654.10
11-JUL-2026,11-JUL-2026,ACH DR SPOTIFY INDIA PREMIUM,,DR,149.00,244505.10
11-JUL-2026,11-JUL-2026,POS 4565XXXXXXXX3789 THIRD WAVE COFFEE,,DR,473.45,244031.65
11-JUL-2026,11-JUL-2026,UPI/517775046085/OLA CABS ANI TECH/PAYTM,,DR,320.34,243711.31
11-JUL-2026,11-JUL-2026,UPI/663579348608/COUNTRY DELIGHT MILK/AXIS,,DR,731.53,242979.78
12-JUL-2026,12-JUL-2026,IMPS CR-982483562-KETTLE & CO-INVOICE SETTLEMENT,,CR,51716.48,294696.26
12-JUL-2026,12-JUL-2026,POS 4949XXXXXXXX6240 PVR CINEMAS LTD,,DR,567.99,294128.27
12-JUL-2026,12-JUL-2026,UPI/338239024851/MAHANAGAR GAS BILL PAY/MGAS,,DR,1105.13,293023.14
14-JUL-2026,14-JUL-2026,UPI/275344082746/UBER INDIA SYSTEMS/HDFC,,DR,653.08,292370.06
14-JUL-2026,14-JUL-2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,DR,900.00,291470.06
15-JUL-2026,15-JUL-2026,UPI/565865739280/DOMINOS PIZZA IND/ICIC,,DR,908.33,290561.73
15-JUL-2026,15-JUL-2026,UPI/656160523802/BLINKIT GROCERY/HDFC,,DR,1517.59,289044.14
16-JUL-2026,16-JUL-2026,ACH DR ADOBE CREATIVE CLOUD,,DR,1675.00,287369.14
16-JUL-2026,16-JUL-2026,UPI/321519776125/CRED CLUB CREDIT CARD BILL/AXIS,,DR,8103.27,279265.87
18-JUL-2026,18-JUL-2026,POS 4294XXXXXXXX7113 AMAZON SELLER SERVICES,,DR,574.39,278691.48
18-JUL-2026,18-JUL-2026,POS 4453XXXXXXXX4134 THIRD WAVE COFFEE,,DR,464.91,278226.57
19-JUL-2026,19-JUL-2026,ACH DR GOOGLE ONE STORAGE,,DR,210.00,278016.57
19-JUL-2026,19-JUL-2026,UPI/522094188142/BIGBASKET SUPERMKT/ICIC,,DR,1898.17,276118.40
20-JUL-2026,20-JUL-2026,POS 4008XXXXXXXX4632 MCDONALDS INDIA PVT,,DR,411.97,275706.43
20-JUL-2026,20-JUL-2026,UPI/267766426284/OLA CABS ANI TECH/PAYTM,,DR,446.92,275259.51
21-JUL-2026,21-JUL-2026,UPI/462972179821/OLA CABS ANI TECH/PAYTM,,DR,614.86,274644.65
22-JUL-2026,22-JUL-2026,POS 4449XXXXXXXX5529 IRCTC RAIL TICKET BOOKING,,DR,917.44,273727.21
23-JUL-2026,23-JUL-2026,UPI/555470327030/SWIGGY FOOD ORDER/HDFC,,DR,372.35,273354.86
23-JUL-2026,23-JUL-2026,UPI/854243062207/OLA CABS ANI TECH/PAYTM,,DR,325.88,273028.98
24-JUL-2026,24-JUL-2026,POS 4545XXXXXXXX2366 IRCTC RAIL TICKET BOOKING,,DR,2205.09,270823.89
25-JUL-2026,25-JUL-2026,POS 4744XXXXXXXX9223 HPCL PETROL PUMP,,DR,2585.28,268238.61
26-JUL-2026,26-JUL-2026,POS 5187XXXXXXXX6346 STEAM GAMES VALVE CORP,,DR,2023.64,266214.97
26-JUL-2026,26-JUL-2026,POS 5414XXXXXXXX1986 CHAAYOS TEA CAFE,,DR,381.49,265833.48
27-JUL-2026,27-JUL-2026,UPI/314044348124/BARBEQUE NATION HOSP/HDFC,,DR,1508.96,264324.52
27-JUL-2026,27-JUL-2026,UPI/650471888398/RAPIDO BIKE TAXI/YESB,,DR,211.86,264112.66
28-JUL-2026,28-JUL-2026,POS 4792XXXXXXXX6682 CULT FIT FITNESS,,DR,2015.53,262097.13
01-AUG-2026,01-AUG-2026,POS 4978XXXXXXXX6312 DMART AVENUE SUPERMARTS,,DR,1813.84,260283.29
01-AUG-2026,01-AUG-2026,POS 5067XXXXXXXX1669 THIRD WAVE COFFEE,,DR,306.26,259977.03
02-AUG-2026,02-AUG-2026,POS 5315XXXXXXXX5326 MCDONALDS INDIA PVT,,DR,767.57,259209.46
02-AUG-2026,02-AUG-2026,UPI/807991887835/NOBROKER PAY RENT LANDLORD/HDFC,,DR,28000.00,231209.46
